From St,Install Yr,Street,To St,Update Yr,Miles
INVERNESS DR,2016,Ocean Ave,26TH AVE,,"0,096212121"
IOWA ST,2002,Cesar Chavez St,PENNSYLVANIA AV,0,"0,106818182"
IRIS AV,2015,Euclid St,MANZANITA AV,,"0,096590909"
IRIVING ST,2009,7th Ave,JUDAH ST,0,"0,257196970"
IRON AL,2010,Corbett Ave,COPPER AL,,"0,175378788"
IRVING ST,1998,6th Ave,PARNASSUS AVE,,"0,257196970"
IRVING ST,2010,20th Ave,JUDAH ST,2020,"0,257196970"
IRVING ST,2011,34th Ave,JUDAH ST,0,"0,257196970"
IRWIN ST,2002,7th St,HUBBELL ST,2019,"0,119318182"
ISIS ST,2015,13th St,FOLSOM ST,,"0,041477273"
ISLAIS ST,2012,Illiniois St,CARGO WY,,"0,181439394"
IVY ST,2006,Octavia St,GROVE ST,0,"0,064393939"
IVY ST,2010,Webster St,GROVE ST,0,"0,064015152"
IVY ST,2010,Webster St,HAYES ST,0,"0,065530303"
JACK KEROUAC AL,2005,Columbus Ave,BROADWAY,0,"0,064015152"
JACK LONDON ALY,2019,Brannan St,3RD ST,,"0,171969697"
JACKSON ST,0,Stockton St,PACIFIC AV,0,"0,123106061"
JACKSON ST,1971,Front St,PACIFIC ST,0,"0,123106061"
JACKSON ST,2002,Arguello Blvd,WASHINGTON ST,2016,"0,123863636"
JACKSON ST,2005,Columbus Ave,KEARNY ST,0,"0,127272727"
JACKSON ST,2005,Polk St,PACIFIC AV,2019,"0,123484848"
JACKSON ST,2006,Presidio Blvd,WASHINGTON ST,0,"0,123106061"
JACKSON ST,2010,Cherry St,WASHINGTON ST,2016,"0,123106061"
JACKSON ST,2010,Steiner St,PACIFIC AV,,"0,121969697"
JACKSON ST,2010,Taylor St,PACIFIC AV,0,"0,123863636"
JACKSON ST,2010,Webster St,BROMLEY PL,0,"0,061363636"
JAMESTOWN AV,0,3rd St,KEY AV,2016,"0,055303030"
JAMESTOWN AV,0,Harney Wy,EXECUTIVE PARK BLVD,0,"0,503409091"
JAUSS ST,,GOlden Gate Promenade,MARINA BLVD,,"0,234469697"
JAUSS ST,,Golden Gate Promenade Trail,MARINA BLVD,,"0,234469697"
JEAN WAY,2021,Anza Street,WOOD ST,,"0,056818182"
JENNIFER PL,2009,5th St,SCOTT ALY,2020,"0,028787879"
JENNINGS ST,2002,Evans Ave,KEITH ST,0,"0,128030303"
JENNINGS ST,2002,Evans Ave,KEITH ST,2021,"0,128219697"
JENNINGS ST,2010,Carroll Ave,KEITH ST,0,"0,251515152"
JENNINGS ST,2010,Palou Ave,KEITH ST,0,"0,253030303"
JERROLD AV,2004,Phelps St,KIRKWOOD AV,0,"0,106060606"
JERROLD AV,2005,Barneveld Ave,LOOMIS ST,0,"0,355681818"
JERROLD AV,2005,Bay Shore Blvd,JERROLD AV,2018,"0,038446970"
JERROLD AV,2005,Jerrold Ave,BAYSHORE BLVD,2018,"0,022537879"
JERROLD AV,2012,3rd St,KIRKWOOD AV,0,"0,1125"
JERROLD AVE,2005,Jerrold Ave,BAY SHORE BLVD,2018,"0,045643939"
JERSEY ST,2010,Diamond St,25TH ST,0,"0,110606061"
JERSEY ST,2010,Sanchez St,25TH ST,0,"0,110227273"
JESSIE ST,0,2nd St,MISSION ST,2019,"0,084848485"
JESSIE ST,2002,7th St,MISSION ST,2017,"0,042424242"
JESSIE ST,2009,5th St,MISSION ST,2020,"0,082954545"
JESSIE ST,2010,10th St,JESSIE ST,0,"0,006439394"
JESSIE ST,2010,10th St,MISSION ST,0,"0,041477273"
JESSIE ST,2011,McCoppin St,STEVENSON ST,0,"0,070075758"
JOHN F KENNEDY DR,0,Chain Of Lakes Dr,CHAIN OF LAKES RD,0,"0,601136364"
JOHN F KENNEDY DR,0,Great Hwy,LINCOLN WY,0,"0,447727273"
JOHN F KENNEDY DR,0,Kezar Dr,KEZAR DR,0,"0,546590909"
JOHN F KENNEDY DR,2002,Conservatory East Dr,ARGUELLO BLVD,0,"0,732196970"
JOHN F KENNEDY DR,2002,Great Hwy,LINCOLN WY,0,"0,446780303"
JOHN F KENNEDY DR,2012,Martin Luther King Jr Dr,UNNAMED #173,0,"0,434090909"
JOHN F KENNEDY DR,2013,Great Hwy,LINCOLN WY,0,"0,894507576"
JOHN F KENNEDY DR,2016,Transverse Dr,CROSSOVER DR,,"0,289015152"
JOHN F SHELLEY DR EAST,2017,Mansell St,JOHN F SHELLEY DR WEST,0,"0,497537879"
JOHN F SHELLEY DR WEST,2017,Mansell St,BRAZIL AVE,0,"0,481439394"
JOHN MAHER,2019,Battery St,GREEN,,"0,032196970"
JOHN MUIR DR,0,Skyline Blvd,UNNAMED #82,0,"0,773484848"
JONES ST,0,McAllister St,MARKET ST,0,"0,035984848"
JONES ST,2006,Market St,CHARLES J BRENHAM PL,0,"0,083333333"
JONES ST,2010,California St,LEAVENWORTH ST,0,"0,182196970"
JONES ST,2010,North Point St,COLUMBUS AV,0,"0,144318182"
JONES ST,2010,Pacific Ave,LEAVENWORTH ST,0,"0,182575758"
JONES ST,2010,Post St,LEAVENWORTH ST,0,"0,181818182"
JONES ST,2010,Sutter St,LEAVENWORTH ST,0,"0,091098485"
JONES ST,2016,Golden Gate Ave,MARKET ST,,"0,106818182"
JONES ST,2018,Turk St,TAYLOR ST,,"0,091287879"
JOOST AVE,2010,Monterey Blvd,SAN JOSE AVE ON RAMP,0,"0,057954545"
JORDAN AV,2015,Euclid St,COMMONWEALTH AV,,"0,120833333"
JUDAH ST,2010,7th Ave,KIRKHAM ST,0,"0,257575758"
JUDAH ST,2010,20th Ave,KIRKHAM ST,2020,"0,257954545"
JUDAH ST,2011,34th Ave,KIRKHAM ST,0,"0,258333333"
JUDSON AV,2010,Gennessee St,STAPLES AV,0,"0,097348485"
JULES AV,0,Holloway Ave,ASHTON AV,0,"0,112121212"
JULIAN AV,2000,14th St,STEVENSON ST,2003,"0,008522727"
JULIANA AVE,2011,16th St,RONDEL PL,0,"0,037121212"
JUNIPER ST,2002,Folsom St,11TH ST,2018,"0,046780303"
JUNIPERO SERRA BLVD,0,Holloway Ave,UNNAMED #79,0,"0,034848485"
JUNIPERO SERRA BLVD,2006,Ocean Ave,UNNAMED #79,0,"0,046212121"
JUNIPERO SERRA BLVD,2010,Mercedes Wy,UNNAMED #102,0,"0,039015152"
JUNIPERO SERRA BLVD,2010,Saint Francis Blvd,SAN RAFAEL WY,0,"0,070454545"
JUNIPERO SERRA BLVD,2010,Winston Dr,JUNIPERO SERRA BLVD,0,"0,035227273"
KAMILLE CT,1998,Harrison St,CESAR CHAVEZ ST,,"0,090151515"
KAMILLE CT,2015,Folsom St,26TH ST,,"0,033712121"
KAMILLE CT,2015,Folsom St,CESAR CHAVEZ ST,,"0,038825758"
KANSAS ST,0,26th St,UNNAMED #176,0,"0,046212121"
KANSAS ST,2011,17th St,VERMONT ST,0,"0,053219697"
KANSAS ST,2011,17th St,VERMONT ST,2018,"0,053219697"
KANSAS ST,2012,23rd St,VERMONT ST,0,"0,106060606"
KANSAS ST,2012,Cesar Chavez St,BAYSHORE BLVD,0,"0,090151515"
KANSAS ST,2017,17th St,RHODE ISLAND ST,2018,"0,105681818"
KEARNY ST,2005,Broadway,ROMOLO ST,0,"0,084090909"
KEARNY ST,2005,Columbus Ave,PACIFIC AV,0,"0,032575758"
KEARNY ST,2006,Market St,GRANT AV,0,"0,178030303"
KEARNY ST,2010,Post St,ROBERT KIRK LN,0,"0,075757576"
KEARNY ST,2010,Sutter St,CLAUDE LN,0,"0,020265152"
KEITH ST,2002,Evans Ave,MENDELL ST,0,"0,513068182"
KEITH ST,2002,San Bruno Ave,OLNEY AV,0,"0,017803030"
KEITH ST,2010,Carroll Ave,3RD ST,0,"0,119318182"
KEITH ST,2010,Palou Ave,LANE ST,0,"0,251515152"
KENDALL DR,,Gorgas Ave,O'REILLY AVE,,"0,175378788"
KENSINGTON WY,2011,Portola Dr,SAN PABLO AV,0,"0,239015152"
KERN ST,2010,Diamond St,BOSWORTH ST,2017,"0,048106061"
KEY AV,0,3rd St,LE CONTE AV,2016,"0,052840909"
KEYES AL,2010,Pacific Ave,WAYNE PL,0,"0,042424242"
KEYES ST,2003,Lincoln Blvd,WEST HALLECK ST,0,"0,034469697"
KEYSTONE WY,2006,Ocean Ave,FAIRFIELD,0,"0,124242424"
KEZAR AV,0,Kezar Dr,SOUTH DR,0,"0,369318182"
KEZAR DR,0,Martin Luther King Jr Dr,BOWLING GREEN DR,0,"0,233712121"
KEZAR DR,2005,,LINCOLN WY,,"0,026893939"
KEZAR DR,2012,John F Kennedy Dr,CONSERVATORY EAST DR,0,"0,170833333"
KING ST,0,4th St,BERRY ST,0,"0,115909091"
KING ST,2002,7th St,BERRY ST,2019,"0,121212121"
KING ST,2010,3rd St,BERRY ST,0,"0,111363636"
KINGSTON ST,2005,San Jose Ave,30TH ST,2017,"0,043181818"
KINZEY ST,,Ralston Ave,GREENOUGH AVE,,"0,094696970"
KIRKHAM ST,2010,7th Ave,LAWTON ST,0,"0,257954545"
KIRKHAM ST,2010,20th Ave,LAWTON ST,2020,"0,257575758"
KIRKHAM ST,2011,34th Ave,LAWTON ST,0,"0,257575758"
KIRKWOOD AV,2004,Phelps St,LA SALLE AV,0,"0,106060606"
KIRKWOOD AV,2012,3rd St,LA SALLE AV,0,"0,1125"
KISSLING ST,2002,11th St,BURNS PL,0,"0,095075758"
KITTREDDGE TER,2003,Golden Gate Ave,CHABOT TER,0,"0,098484848"
KITTREDGE TERR,2002,Turk St,CHABOT TERR,0,"0,098484848"
KOBBE AV,0,Lincoln Blvd,BATTERY DYNAMITE RD,0,"0,372348485"
KOBBE AVE,,Upton Ave,UPTON AVE,,"0,167045455"
KOBBE AVE,,Washington Blvd,HARRISION BLVD,,"0,133901515"
KOBBE AVE,,Washington Blvd,HARRISON BLVD,,"0,133901515"
LA PLAYA,0,Kirkham St,GREAT HWY,0,"0,052272727"
LA PLAYA,2010,Kirkham St,GREAT HWY,0,"0,052272727"
LA PLAYA ST,0,Balboa St,GREAT HWY,0,"0,123484848"
LA PLAYA ST,0,Cabrillo St,GREAT HWY,0,"0,167045455"
LA PLAYA ST,0,Lincoln Wy,LOWER GREAT HWY,0,"0,024431818"
LA SALLE AV,2004,Phelps St,MC KINNON AV,0,"0,108333333"
LA SALLE AV,2012,3rd St,MC KINNON AV,0,"0,111742424"
LAGUNA HONDA BLVD,2002,Dewey Blvd,PACHECO ST,0,"0,338257576"
LAGUNA HONDA BLVD,2005,Woodside Ave,VASQUEZ AV,0,"0,174242424"
LAGUNA HONDA BLVD,2011,Portola Dr,DEL SUR AV,0,"0,143181818"
LAGUNA ST,0,Broadway,BUCHANAN ST,0,"0,182196970"
LAGUNA ST,0,McAllister St,WEBSTER ST,0,"0,356818182"
LAGUNA ST,0,Sutter St,BUCHANAN ST,0,"0,182196970"
LAGUNA ST,2001,Francisco St,OCTAVIA ST,,"0,090909091"
LAGUNA ST,2002,Bay St,BUCHANAN ST,2015,"0,182575758"
LAGUNA ST,2002,Fulton St,WEBSTER ST,0,"0,355681818"
LAGUNA ST,2002,Market St,BUCHANAN ST,2014,"0,112310606"
LAGUNA ST,2002,Market St,BUCHANAN ST,2018,"0,112310606"
LAGUNA ST,2006,Page St,BUCHANAN ST,2020,"0,183712121"
LAGUNA ST,2009,Greenwich St,BUCHANAN ST,0,"0,182575758"
LAGUNA ST,2010,Post St,BUCHANAN ST,0,"0,181439394"
LAGUNA ST,2015,Francisco St,OCTAVIA ST,,"0,090909091"
LAGUNITAS DR,2006,Ocean Ave,19TH AV,0,"0,094318182"
LAGUNITAS DR,2012,Sloat Blvd,BEACHMONT DR,0,"0,098863636"
LAKE MERCED HILL,0,Lake Merced Blvd,UNNAMED #129,0,"0,288636364"
LAKE ST,0,15th Ave,CALIFORNIA ST,0,"0,257954545"
LAKE ST,0,El Camino Del Mar,32ND AV,0,"0,128409091"
LAKE ST,2002,Arguello Blvd,SACRAMENTO ST,2016,"0,040151515"
LAKE ST,2005,8th Ave,CALIFORNIA ST,0,"0,256060606"
LAKE ST,2010,23rd Ave,CALIFORNIA ST,0,"0,256439394"
LAKE ST,2010,30th Ave,SEAVIEW TERR,0,"0,106060606"
LAKESHORE PZ,2012,Sloat Blvd,CLEARFIELD DR,2017,"0,098484848"
LAKEWOOD AV,2006,Ocean Ave,MANOR DR,0,"0,089393939"
LANDERS ST,2002,14th St,MARKET ST,2002,"0,043560606"
LANE ST,2010,Palou Ave,3RD ST,0,"0,260227273"
LANE ST,2012,3rd St,WALLACE AV,0,"0,052651515"
LANGTON ST,2002,Folsom St,HALLAM ST,2018,"0,035795455"
LANGTON ST,2002,Howard St,RAUSCH ST,2018,"0,045075758"
LARKIN ST,0,McAllister St,POLK ST,0,"0,182954545"
LARKIN ST,2002,Grove St,POLK ST,0,"0,182575758"
LARKIN ST,2002,Market St,POLK ST,2011,"0,186742424"
LARKIN ST,2010,Broadway,POLK ST,0,"0,182575758"
LARKIN ST,2010,California St,POLK ST,0,"0,182954545"
LARKIN ST,2010,North Point St,POLK ST,0,"0,091287879"
LARKIN ST,2010,North Point St,POLK ST,2017,"0,091287879"
LARKIN ST,2010,Pacific Ave,POLK ST,0,"0,182575758"
LARKIN ST,2010,Post St,POLK ST,0,"0,183712121"
LARKIN ST,2010,Sutter St,POLK ST,0,"0,091477273"
LARKIN ST,2016,Golden Gate Ave,HYDE ST,2021,"0,090909091"
LARKIN ST,2018,Turk St,DODGE PL,,"0,019696970"
LATHROP AV,2012,Tunnel Ave,VISITACION AV,0,"0,204166667"
LAURA ST,2002,Alemany Blvd,LAWRENCE AV,0,"0,088636364"
LAUREL ST,2010,Clay St,LOCUST ST,,"0,182575758"
LAUREL ST,2015,Euclid St,MASONIC AV,,"0,188636364"
LAUSSAT ST,2010,Webster St,HAIGHT ST,0,"0,065151515"
LAWRENCE AV,2002,Alemany Blvd,UNNAMED #28,0,"0,157575758"
LAWTON ST,2002,7th Ave,MORAGA ST,,"0,245075758"
LAWTON ST,2010,20th Ave,MORAGA ST,2020,"0,256818182"
LAWTON ST,2011,34th Ave,MORAGA ST,0,"0,256818182"
LE CONTE AV,0,3rd St,BAYSHORE BLVD,0,"0,107575758"
LEAVENWORTH ST,0,McAllister St,HYDE ST,0,"0,090909091"
LEAVENWORTH ST,0,McAllister St,HYDE ST,2017,"0,090909091"
LEAVENWORTH ST,2002,Market St,HAYES ST,2011,"0,181818182"
LEAVENWORTH ST,2010,California St,HELEN ST,0,"0,039015152"
LEAVENWORTH ST,2010,North Point St,HYDE ST,0,"0,182954545"
LEAVENWORTH ST,2010,Pacific Ave,BURGOYNE ST,0,"0,039015152"
LEAVENWORTH ST,2010,Post St,HYDE ST,0,"0,182196970"
LEAVENWORTH ST,2010,Sutter St,HYDE ST,0,"0,091098485"
LEAVENWORTH ST,2016,Golden Gate Ave,JONES ST,2021,"0,091098485"
LEAVENWORTH ST,2018,Turk St,JONES ST,,"0,091098485"
LECH WALESA ST,2002,Polk St,GROVE ST,2014,"0,036174242"
LECH WALESA ST,2002,Polk St,GROVE ST,2021,"0,036174242"
LEDYARD ST,2005,Silver Ave,WATERVILLE ST,0,"0,026515152"
LEE AV,2006,Ocean Ave,BRIGHTON AV,0,"0,115530303"
LEESE ST,0,Richland Ave,MURRAY ST,2015,"0,328030303"
LEGION OF HONOR DR,,,END,,"0,268939394"
LEIDESDORFF ST,2010,Clay St,MONTGOMERY ST,0,"0,084848485"
LELAND AV,2002,Bay Shore Blvd,VISITACION AV,0,"0,124621212"
LENOX WY,2002,Taraval St,WAWONA ST,0,"0,117803030"
LEO ST,2006,Alemany Blvd,ONONDAGA AVE,0,"0,209090909"
LETTERMAN DR,2008,Lombard St,PRESIDIO BLVD,0,"0,252651515"
LIBERTY ST,2002,Valencia St,21ST ST,0,"0,110606061"
LICK PL,2010,Post St,KEARNY ST,,"0,108333333"
LICK PL,2010,Sutter St,KEARNY ST,0,"0,053977273"
LIEBIG ST,0,San Jose Ave,RICE ST,0,"0,097348485"
LILY ST,2006,Octavia St,OAK ST,0,"0,065530303"
LINCOLN BLVD,,Girard Rd,EDIE RD,,"0,218939394"
LINCOLN BLVD,,Kobbe Ave,WASHINGTON BLVD,,"0,193181818"
LINCOLN BLVD,,Merchant Rd,PARKING LOT,,"0,259090909"
LINCOLN BLVD,,Presidio Promenade Trail,BANK ST,,"0,109469697"
LINCOLN BLVD,,Unnamed 077,UNNAMED 078,,"0,037310606"
LINCOLN BLVD,,Unnamed077,UNNAMED 078,,"0,037310606"
LINCOLN BLVD,0,Crissy Field Ave,UNNAMED #141,0,"0,335606061"
LINCOLN BLVD,0,Ralston Ave,BATTERY DYNAMITE RD,0,"0,362878788"
LINCOLN BLVD,2002,El Camino Del Mar,25TH AV,0,"0,124621212"
LINCOLN BLVD,2002,Lincoln Blvd,BOWLEY ST,0,"0,242045455"
LINCOLN BLVD,2010,Park Blvd,SCHOFIELD RD,0,"0,168560606"
LINCOLN NORTH WY,2012,Martin Luther King Jr Dr,SUNSET TREATMENT,0,"0,174242424"
LINCOLN WAY,0, ,MARTIN LUTHER KING JR DR,0,"0,071590909"
LINCOLN WAY,2009,7th Ave,HUGO ST,0,"0,123863636"
LINCOLN WY,0,Great Hwy,SLOAT BLVD,0,"7,914772727"
LINCOLN WY,2005,,HUGO ST,,"0,125757576"
LINCOLN WY,2010,20th Ave,IRVING ST,2020,"0,260227273"
LINCOLN WY,2017,34th Ave,IRVING ST,,"0,259848485"
LINDA VISTA SP,2012,Geneva Ave,BROOKDALE AV,0,"0,645075758"
LINDEN ST,2006,Octavia St,HAYES ST,0,"0,065151515"
LINDEN ST,2010,Webster St,FELL ST,,"0,065151515"
LIPPARD AV,2011,Bosworth St,CHILTON AV,0,"0,097159091"
LISBON ST,2002,Geneva Ave,MADRID ST,0,"0,103030303"
LISBON ST,2005,Silver Ave,CRAUT ST,0,"0,050378788"
LOCUST ST,2010,Clay St,SPRUCE ST,0,"0,182196970"
LOMBARD,2019,Sansome St,THE EMBARCADERO,,"0,081060606"
LOMBARD ST,0,Letterman Dr,LINCOLN ST,0,"0,504545455"
LOMBARD ST,0,Octavia St,CHESTNUT ST,2015,"0,136363636"
LOMBARD ST,0,Presidio Blvd,LETTERMAN DR,0,"0,257954545"
LOMBARD ST,2002,Lyon St,CHESTNUT ST,0,"0,129924242"
LOMBARD ST,2002,Polk St,CHESTNUT ST,0,"0,130303030"
LOMBARD ST,2002,The Embarcadero,CHESTNUT ST,2015,"0,221590909"
LOMBARD ST,2005,Columbus Ave,CHESTNUT ST,0,"0,167803030"
LONDON ST,2004,Geneva Ave,PARIS ST,0,"0,102651515"
LONG AV,0,Lincoln Blvd,CRISSY FIELD AV,0,"0,1625"
LONG AVE,,Marine Dr,OLD MASON ST,,"0,383712121"
LONG AVE,,Presidio Promenade Trail,COWLES ST,,"0,576136364"
LONG BRIDGE ST,2011,4th St,MISSION ROCK ST,0,"0,087878788"
LONG DR,,Marine Dr,,,"0,710984848"
LOOMIS ST,2002,Oakdale Ave,PATTERSON ST,0,"0,070075758"
LORAINE CT,2021,Anza Street,ROSSI AVE,,"0,043560606"
LOUISBURG ST,2010,Geneva Ave,I-280 SOUTH OFF-RAMP,0,"0,108712121"
LOWER GREAT HWY,0,Lincoln Wy,GREAT HWY,0,"0,028409091"
LUCERNE ST,2019,Brannan St,BOARDMAN PL,,"0,008712121"
LUNADO CT,0,Lunado Wy,MERCEDES WY,0,"0,117803030"
LUNADO WY,0,Holloway Ave,UNNAMED #102,0,"0,024621212"
LUSK LN,2010,Townsend St,4TH ST,0,"0,173484848"
LYELL ST,2006,Alemany Blvd,SILVER AVE,0,"0,265530303"
LYELL ST,2010,Bosworth St,ARLINGTON ST,0,"0,107575758"
LYON ST,0,McAllister St,CENTRAL AV,0,"0,182575758"
LYON ST,2002,Post St,PRESIDIO BLVD,0,"0,154166667"
LYON ST,2003,Golden Gate Ave,CENTRAL AVE,0,"0,182575758"
LYON ST,2006,Page St,CENTRAL AV,0,"0,182954545"
LYON ST,2008,Lombard St,RUGER ST,0,"0,142045455"
LYON ST,2010,Clay St,PRESIDIO BLVD,0,"0,154166667"
LYON ST,2019,,BAKER ST,,"0,091098485"
LYON ST,2019,,CENTRAL AV,,"0,091477273"
LYON ST,2019,Hayes St,BAKER ST,,"0,091098485"
LYON ST,2020,Fell St,CENTRAL AVE,,"0,091666667"
MABINI ST,2003,Folsom St,4TH ST,2021,"0,060606061"
MACARTHUR AVE,,Presidio Blvd,LINCOLN BLVD,,"0,108333333"
MADISON ST,2005,Silver Ave,GAMBIER ST,0,"0,117803030"
MADRID ST,2003,Geneva Ave,EDINBURGH ST,,"0,051136364"
MADRID ST,2003,Geneva Ave,EDINBURGH ST,0,"0,051136364"
MADRID ST,2005,Silver Ave,EDINBURGH ST,0,"0,126893939"
MADRONE AV,2003,Taraval St,FOREST SIDE AV,0,"0,097727273"
MADRONE AVE,2020,Vicente St,WAWONA ST,,"0,029545455"
MAIN ST,2003,Folsom St,BEALE ST,2020,"0,133333333"
MAIN ST,2005,Howard St,BEALE ST,2020,"0,067045455"
MAIN ST,2006,Market St,DAVIS ST,0,"0,135606061"
MALDEN ALLEY,2005,Howard St,1ST ST,2020,"0,146590909"
MALLORCA WY,0,Alhambra St,PIERCE ST,2015,"0,234469697"
MALTA DR,0,O'Shaughnessy Blvd,BOSWORTH ST,0,"0,624242424"
MANOR DR,2006,Ocean Ave,PINEHURST WY,0,"0,098484848"
MANSELL ST,2003,San Bruno Ave,ORDWAY ST,0,"0,159848485"
MANZANITA AV,2015,Euclid St,COLLINS ST,,"0,1"
MAPLE ST,2010,Clay St,CHERRY ST,0,"0,181818182"
MARENGO ST,2012,Bayshore Blvd,INDUSTRIAL ST,0,"0,069696970"
MARIN ST,,Bayshore Blvd,JERROLD AVE,2018,"0,024621212"
MARIN ST,2003,Indiana St,TULARE ST,2010,"0,163257576"
MARIN ST,2006,Evans Ave,ARMY ST,0,"0,196590909"
MARINA BLVD,2000, ,LYON ST,0,"0,057954545"
MARINE DR,,Golden Gate Promenade Trail,JAUSS ST,,"2,638257576"
MARINE DR,,Long Dr,LINCOLN BLVD,,"0,427651515"
MARINE DR,,Old Mason St,CRISSY FIELD AVE,,"0,466666667"
MARIPOSA ST,2003,Harrison St,18TH ST,2016,"0,089015152"
MARIPOSA ST,2003,Potrero Ave,18TH ST,0,"0,173106061"
MARIPOSA ST,2010,Indiana St,19TH ST,0,"0,352272727"
MARIPOSA ST,2011,Illinois St,18TH ST,0,"0,176136364"
MARKET ST,0,Charles J. Brenham Pl,MC ALLISTER ST,0,"0,099621212"
MARKET ST,0,Montgomery St,POST ST,0,"0,027651515"
MARKET ST,2003,7th St,STEVENSON ST,0,"0,045454545"
MARKET ST,2003,8th St,STEVENSON ST,2018,"0,046401515"
MARKET ST,2003,11th St,MISSION ST,,"0,240530303"
MARKET ST,2003,Valencia St,MC COPPIN ST,2019,"0,127083333"
MARKET ST,2006,Franklin St,PAGE ST,0,"0,040151515"
MARKET ST,2006,Octavia St,WALLER ST,2019,"0,060227273"
MARKET ST,2009,5th St,STEVENSON ST,2020,"0,090151515"
MARKET ST,2009,Sansome St,BUSH ST,0,"0,129924242"
MARKET ST,2010,10th St,STEVENSON ST,0,"0,045265152"
MARKET ST,2010,Eureka St,18TH ST,0,"0,139772727"
MARKET ST,2010,Sanchez St,16TH ST,0,"0,103409091"
MARKET ST,2010,Sanchez St,16TH ST,2019,"0,103409091"
MARKET ST,2010,Steuart St,DON CHEE WAY,,"0,1375"
MARKET ST,2010,Sutter St,SANSOME ST,0,"0,054166667"
MARKET ST,2020,Beale St,MISSION ST,,"0,243560606"
MARNE AV,2011,Portola Dr,KENSINGTON WY,0,"0,079924242"
MARS ST,0,Corbett Ave,19TH ST,0,"0,221590909"
MARSHALL ST,2003,Mason St,ZANOWIZ ST,,"0,144696970"
MARTIN LUTHER KING JR DR,0,Bernice Rodgers Way,JOHN F KENNEDY DR,0,"0,288257576"
MARTIN LUTHER KING JR DR,2012,Sunset Blvd,IRVING ST,,"0,381439394"
MARTINEZ ST,,Funston Ave,LINCOLN BLVD,,"0,327272727"
MARY ST,2003,Howard St,6TH ST,2019,"0,111363636"
MASON ST,2000,Old Mason St,BANK ST,,"0,346212121"
MASON ST,2005,Columbus Ave,LOMBARD ST,0,"0,117424242"
MASON ST,2006,Market St,TAYLOR ST,0,"0,206818182"
MASON ST,2010,North Point St,TAYLOR ST,0,"0,182196970"
MASON ST,2010,Pacific Ave,AUBURN ST,0,"0,087121212"
MASON ST,2010,Post St,TAYLOR ST,0,"0,182196970"
MASON ST,2010,Sutter St,TAYLOR ST,0,"0,091098485"
MASONIC AV,2003,Turk St,ANNAPOLIS TERR,0,"0,106060606"
MASONIC AV,2006,Page St,ASHBURY ST,0,"0,176136364"
MASONIC AV,2015,Euclid St,PRESIDIO AV,,"0,137121212"
MASONIC AV,2019,,ASHBURY ST,,"0,088446970"
MASONIC AV,2019,,CENTRAL AV,,"0,093560606"
MASONIC AVE,2003,Golden Gate Ave,ANNAPOLIS TER,0,"0,106060606"
MASONIC AVE,2020,Fell St,ASHBURY ST,,"0,088446970"
MATEO ST,2010,Chenery St,ROANOKE ST,0,"0,179924242"
MC ALLISTER ST,0,Masonic Ave,FULTON ST,2018,"0,131439394"
MC ALLISTER ST,2000,Baker St,GOLDEN GATE AVE,0,"0,129545455"
MC ALLISTER ST,2003,Arguello Blvd,FULTON ST,2016,"0,128409091"
MC ALLISTER ST,2003,Polk St,REDWOOD ST,2019,"0,071969697"
MC ALLISTER ST,2003,Webster St,GOLDEN GATE AV,,"0,130303030"
MC ALLISTER ST,2006,Market St,JONES ST,0,"0,054924242"
MC ALLISTER ST,2010,Steiner St,GOLDEN GATE AV,0,"0,130303030"
MC COPPIN ST,2003,Valencia St,DUBOCE AV,2019,"0,239015152"
MC CORMICK PL,2010,Pacific Ave,LARKIN ST,0,"0,091666667"
MC KINNON AV,2004,Phelps St,NEWCOMB AV,0,"0,104166667"
MC KINNON AV,2012,3rd St,NEWCOMB AV,0,"0,114393939"
MC LAREN AV,,El Camino Del Mar,EL CAMINO DEL MAR,,"0,091287879"
MCCOPPIN STUB,0,McCoppin Stub Path,MARKET ST,0,"0,058333333"
MCDOWELL AV,0,Cowles St,LINCOLN BLVD,0,"0,267045455"
MCDOWELL AVE,,Pattern Rd,LINCOLN BLVD,,"0,321212121"
MCKINNON AVE,0,Loomis St,OAKDALE AVE,0,"0,213636364"
MEACHAM PL,2010,Post St,LARKIN ST,0,"0,142045455"
MEADE AV,0,Bay Shore Blvd,HESTER AV,0,"0,209090909"
MEADOWBROOK DR,2016,Ocean Ave,FOREST VIEW DR,,"0,096590909"
MEDICAL CENTER WAY,2005,Parnassus Ave,HILLWAY AV,,"0,073484848"
MELBA AVE,2016,Ocean Ave,22ND AVE,,"0,055303030"
MENDELL ST,2003,Evans Ave,NEWHALL ST,0,"0,255303030"
MENDELL ST,2012,Cargo Way,JENNINGS ST,,"0,860606061"
MERCED AV,2010,Laguna Honda Blvd,VASQUEZ AV,0,"0,072348485"
MERCHANT ST,2009,Sansome St,WASHINGTON ST,0,"0,057954545"
MERCHANT ST,2010,Montgomery St,WASHINGTON ST,0,"0,032575758"
MERRIE WY,2013,Point Lobos Ave,GREAT HWY,0,"0,607954545"
MERRILL ST,2005,Silver Ave,GOETTINGEN ST,0,"0,047727273"
MERRIMAC ST,2019,Mission Bay Blvd North,4TH ST,,"0,091098485"
MERRIMAC ST,2019,Mission Bay Blvd South,4TH ST,,"0,091098485"
MESA ST,,Moraga Ave,FUNSTON AVE,,"0,073863636"
METSON RD,0,Middle Dr,OVERLOOK DR,0,"0,885984848"
